2024-07-21 16:37:23,日用百货,高新区鑫亿嘉优选便利超市,/,亿嘉优选仓储超市,不计收支,61.30,亲情卡(老婆(刘丞)),交易成功,2024072122001472631451309562	,23126600004823000003232407215984344213123	,,
2024-07-21 07:12:41,餐饮美食,嘉和油条,133******60,收钱码收款,不计收支,21.50,亲情卡(老婆(刘丞)),交易成功,2024072122001472631447138632	,47215171609612733972639	,,
2024-07-20 18:30:20,数码电器,zh**店,zhi***@163.com,适用苹果11钢化膜13新款iPhone14手机Promax全屏12防窥膜15屏保Promax防爆X7XR8XSMAX,支出,5.80,工商银行储蓄卡(1845),交易成功,2024072022001172631450177876	,T200P2230789800071652554	,,
2024-07-20 14:11:51,转账红包,支付宝小荷包(梁栋的小荷包),/,支付宝小荷包-转出到银行卡,收入,1000.00,中国工商银行储蓄卡(1845),提现成功,20240720020070011500630013540874	,2088050296431048|c88dd4c9-94d0-0b23-eec4-46950dd87064	,,
2024-07-19 12:22:12,餐饮美食,美团,zxp***@meituan.com,美团订单-24071911100300001304804718852549,不计收支,7.90,亲情卡(老婆(刘丞)),交易成功,2024071922001472631438784190	,20240719122206U37138296300085619	,,
2024-07-19 08:48:26,日用百货,卡尔玛超市,/,瓦房店市文兰街道兄弟卡尔玛超市卡尔玛超市五一路店,不计收支,14.00,亲情卡(老婆(刘丞)),交易成功,2024071922001472631438107680	,771266000048180000111447419622124071908482622603	,,
2024-07-18 12:23:05,日用百货,便利森便利店,823***@qq.com,商品,支出,4.00,工商银行储蓄卡(1845),交易成功,2024071822001472631435544834	,HMDF4AS2203170158471721276585217335	,,
2024-07-18 12:02:32,餐饮美食,悦来家常菜,139******91,收钱码收款,支出,17.00,工商银行储蓄卡(1845),交易成功,2024071822001472631435326274	,17212753522612733972639	,,
2024-07-18 11:58:21,餐饮美食,苏州**司,ysx***@service.aliyun.com,【直播】有机认证雪玉王妃稻花香2号大米宝宝米国家地标兴安盟,支出,1.99,工商银行储蓄卡(1845),交易成功,2024071822001172631434910549	,T200P2228642186548652554	,,
2024-07-18 07:20:20,餐饮美食,大连腾飞软件园餐厅,yhm***@acasia.com.cn,百乐汇厨房-扫码付-YY0015001501-240718-00630719(001),不计收支,11.50,亲情卡(老婆(刘丞)),交易成功,2024071822001472631435057351	,08980605202710951127391136081928	,,
2024-07-18 07:10:31,餐饮美食,美团,zxp***@meituan.com,美团订单-24071811100300001304582983637549,不计收支,7.90,亲情卡(老婆(刘丞)),交易成功,2024071822001472631436368252	,20240718071023U28467191727528808	,,
2024-07-17 12:00:11,餐饮美食,鹏成餐饮管理,/,鱼跃鸡公煲,不计收支,17.00,亲情卡(老婆(刘丞)),交易成功,2024071722001472631431190941	,301266000048290000J2024071712001002622771549655N	,,
2024-07-17 07:03:20,餐饮美食,美团,zxp***@meituan.com,美团订单-24071711100300001304413392710549,不计收支,7.90,亲情卡(老婆(刘丞)),交易成功,2024071722001472631430528456	,20240717070313U86548331480357282	,,
2024-07-16 12:24:07,日用百货,便利森便利店,823***@qq.com,商品,不计收支,4.00,亲情卡(老婆(刘丞)),交易成功,2024071622001472631426792054	,HMDF4AS2203170158471721103845842838	,,
2024-07-16 12:01:38,餐饮美食,悦来家常菜,139******91,收钱码收款,支出,16.00,工商银行储蓄卡(1845),交易成功,2024071622001472631425215568	,17211024979612733972639	,,
2024-07-15 13:03:52,餐饮美食,美团,zxp***@meituan.com,美团订单-24071511100300001304119056697549,不计收支,7.90,亲情卡(老婆(刘丞)),交易成功,2024071522001472631420868676	,20240715130345U46449854915066089	,,
2024-07-15 11:58:39,餐饮美食,鹏成餐饮管理,/,小丰无名缘米粉,支出,20.80,工商银行储蓄卡(1845),交易成功,2024071522001472631424433707	,381266000048290000J2024071511583902977706054539N	,,
2024-07-15 07:09:55,餐饮美食,大连腾飞软件园餐厅,yhm***@acasia.com.cn,百乐汇厨房-扫码付-YY0015001501-240715-00120709(001),支出,10.50,工商银行储蓄卡(1845),交易成功,2024071522001472631420786359	,08980605202710948947814368022576	,,
2024-07-14 19:15:07,母婴亲子,la**9,lin***@163.com,帮宝适黑金帮纸尿裤s m婴儿拉拉裤xl xxl超薄透气尿不湿肌之奢宠L,支出,83.00,工商银行储蓄卡(1845),交易成功,2024071422001172631418794918	,T200P2224630525147652554	,,
2024-07-14 18:53:55,转账红包,支付宝小荷包(梁栋的小荷包),/,支付宝小荷包-转入,支出,1000.00,工商银行储蓄卡(1845),交易成功,20240714020070011500630081616095	,2088050296431048|df32551b-33bb-17c5-0b76-ccb095c9a72b	,,
2024-07-13 20:33:24,餐饮美食,美团,zxp***@meituan.com,美团订单-24071311100300001303849712634549,支出,7.90,工商银行储蓄卡(1845),交易成功,2024071322001472631413834656	,20240713203317U29958871574351387	,,
2024-07-13 17:48:40,文化休闲,淘票**影,dyz***@service.alibaba.com,《神偷奶爸4》万达影城 （高新万达广场IMAX店）电影票,支出,84.80,工商银行储蓄卡(1845),交易成功,2024071322001172631415418154	,T150P2223239378001652554	,,
2024-07-12 07:32:24,餐饮美食,大连腾飞软件园餐厅,yhm***@acasia.com.cn,百乐汇厨房-扫码付-YY0015001502-240712-00200732(001),支出,12.50,工商银行储蓄卡(1845),交易成功,2024071222001472631408036990	,08980605202710946784807970019353	,,
2024-07-12 07:18:18,餐饮美食,美团,zxp***@meituan.com,美团订单-24071211100300001303529694074549,支出,7.90,工商银行储蓄卡(1845),交易成功,2024071222001472631405043036	,20240712071813U04865032726071915	,,
2024-07-11 12:26:53,日用百货,便利森便利店,823***@qq.com,商品,支出,4.00,工商银行储蓄卡(1845),交易成功,2024071122001472631404731484	,HMDF4AS2203170158471720672008292583	,,
2024-07-09 07:21:27,餐饮美食,大连腾飞软件园餐厅,yhm***@acasia.com.cn,百乐汇厨房-扫码付-YY0015001501-240709-00480720(001),不计收支,8.50,亲情卡(老婆(刘丞)),交易成功,2024070922001472631453473062	,08980605202710944604969091373076	,,
2024-07-09 07:13:36,餐饮美食,美团,zxp***@meituan.com,美团订单-24070911100300001303010920416549,支出,7.90,工商银行储蓄卡(1845),交易成功,2024070922001472631453057377	,20240709071329U21478554953008198	,,
2024-07-08 07:05:31,餐饮美食,美团,zxp***@meituan.com,美团订单-24070811100300001302798729954549,不计收支,7.90,亲情卡(老婆(刘丞)),交易成功,2024070822001472631448276330	,20240708070524U77140669973462665	,,
2024-07-07 14:45:11,餐饮美食,美团,zxp***@meituan.com,美团订单-24070711100300001302698705311549,不计收支,7.90,亲情卡(老婆(刘丞)),交易成功,2024070722001472631450061104	,20240707144505U10373976065407195	,,
2024-07-06 20:22:33,日用百货,望月圆超市,/,望月圆生活超市-2024070620223237283092157686,不计收支,13.00,亲情卡(老婆(刘丞)),交易成功,2024070622001472631441242802	,8812660000489000001001194431524188	,,
2024-07-06 10:59:59,餐饮美食,大连零食铺子,/,蚂蚁生鲜水果 店内购物,支出,10.00,工商银行储蓄卡(1845),交易成功,2024070622001472631439937039	,6312660000482200007895222279827738	,,
2024-07-06 10:54:32,餐饮美食,酥喜炸炸货,/,酥喜炸大连蚂蚁一店-W124070610542672000139413963,不计收支,16.32,亲情卡(老婆(刘丞)),交易成功,2024070622001472631442441734	,5512660000489000008000460554824188	,,
2024-07-06 10:53:09,餐饮美食,清贵熟食,/,清贵熟食（小平岛店）,不计收支,29.08,亲情卡(老婆(刘丞)),交易成功,2024070622001472631442425882	,45126600004928000020240706000000101963091406000198	,,
2024-07-06 10:52:59,餐饮美食,清贵熟食,/,清贵熟食（小平岛店）,不计收支,2.93,亲情卡(老婆(刘丞)),交易成功,2024070622001472631442434688	,82126600004928000020240706000000101983188998000198	,,
2024-07-06 05:48:16,投资理财,余额宝,xia***@ccbfund.cn,余额宝-自动转入,不计收支,0.01,账户余额,交易成功,20240706019130101000630044807398	,20240706009130501000630062017514	,,
2024-07-05 20:32:22,数码电器,东莞**司,c2m***@service.aliyun.com,华太5号7号碳性普通电池儿童玩具钟表遥控器家用五号1.5v七号AAA 等多件,不计收支,32.90,亲情卡(老婆(刘丞)),交易成功,2024070522001172631442285687	,T200P2215259365169652554	,,
2024-07-05 20:20:55,转账红包,杭州阿里妈妈淘联信息技术有限公司,/,一淘签到奖励,收入,0.01,,交易成功,20240705020070011500630032478725	,33236000321_208184	,,
2024-07-05 15:31:40,餐饮美食,美团,zxp***@meituan.com,美团订单-24070511100300001302335179591549,不计收支,7.90,亲情卡(老婆(刘丞)),交易成功,2024070522001472631441599891	,20240705153133U79638502400596676	,,
2024-07-05 11:59:35,餐饮美食,鹏成餐饮管理,/,头份便当,支出,20.00,工商银行储蓄卡(1845),交易成功,2024070522001472631436649887	,941266000048290000J2024070511593502781551296323N	,,
2024-07-05 07:10:56,餐饮美食,大连腾飞软件园餐厅,yhm***@acasia.com.cn,百乐汇厨房-扫码付-YY0015001501-240705-00190710(001),支出,11.50,工商银行储蓄卡(1845),交易成功,2024070522001472631436098540	,08980605202710941700570136725601	,,
2024-07-04 08:11:08,餐饮美食,美团,zxp***@meituan.com,美团订单-24070411100300001302095939337549,支出,7.90,工商银行储蓄卡(1845),交易成功,2024070422001472631432286853	,20240704081101U46950536644262151	,,
2024-07-03 10:53:11,餐饮美食,美团,zxp***@meituan.com,美团订单-24070311100300001301956503961549,不计收支,7.90,亲情卡(老婆(刘丞)),交易成功,2024070322001472631425878535	,20240703105305U31048601888103804	,,
2024-07-02 20:04:12,充值缴费,易卡话费充值专营店,yik***@126.com,手机充值,支出,0.00,,交易成功,2024070222001172631424426399	,T100P2211790118562652554	,,
2024-07-02 14:39:37,退款,诗磷**使,cy8***@qq.com,退款-【全国通用】瑞幸咖啡代下单优惠劵luckincoffee咖啡卷电子兑换码,不计收支,7.20,工商银行储蓄卡(1845),退款成功,2024070222001172631422401593_2210724951180652554_164398802709655425	,T200P2210724951180652554	,,
2024-07-02 12:12:21,餐饮美食,苏州**司,ysx***@service.aliyun.com,【有机认证】雪玉王妃稻花香2号大米10斤宝宝米国家地标兴安盟,支出,1.99,工商银行储蓄卡(1845),交易成功,2024070222001172631423599742	,T200P2210840724196652554	,,
2024-07-02 07:08:21,餐饮美食,美团,zxp***@meituan.com,美团订单-24070211100300001301779057291549,支出,7.90,工商银行储蓄卡(1845),交易成功,2024070222001472631420999672	,20240702070815U41398264013231919	,,
2024-07-02 07:04:21,餐饮美食,诗磷**使,cy8***@qq.com,【全国通用】瑞幸咖啡代下单优惠劵luckincoffee咖啡卷电子兑换码,支出,7.20,工商银行储蓄卡(1845),交易关闭,2024070222001172631422401593	,T200P2210724951180652554	,,
2024-07-01 12:30:04,日用百货,便利森便利店,823***@qq.com,商品,支出,5.00,工商银行储蓄卡(1845),交易成功,2024070122001472631416640674	,HMDF4AS2203170158471719808200860727	,,
2024-07-01 07:16:03,餐饮美食,美团,zxp***@meituan.com,美团订单-24070111100300001301622745791549,支出,7.90,工商银行储蓄卡(1845),交易成功,2024070122001472631417083897	,20240701071557U36936216862863953	,,
2024-06-30 20:44:09,数码电器,ne**8,189******70,荣耀X50 X40 GT X50i + X30 X20SE 畅玩50 plus 40S 30M手机壳 畅玩20Pro,不计收支,6.39,,交易关闭,2024063022001172631414048774	,T200P2209998217732652554	,,
2024-06-30 11:32:59,投资理财,余额宝,xia***@ccbfund.cn,余额宝-自动转入,不计收支,0.06,账户余额,交易成功,20240630019130101000630037302632	,20240630009130501000630053577077	,,
2024-06-30 08:09:26,餐饮美食,大连市蚂蚁生鲜,/,蚂蚁生鲜水果店内购物,支出,102.20,工商银行储蓄卡(1845),交易成功,2024063022001472631411890096	,951266000048200000YLZFB24063023553183	,,
2024-06-30 08:04:34,餐饮美食,大连市蚂蚁生鲜,/,蚂蚁生鲜水果店内购物,支出,54.66,工商银行储蓄卡(1845),交易成功,2024063022001472631411703824	,611266000048180000128117197058736198397354838461	,,
2024-06-30 08:01:34,餐饮美食,大连市蚂蚁生鲜,/,蚂蚁生鲜豆制品店内购物,支出,16.50,工商银行储蓄卡(1845),交易成功,2024063022001472631412307385	,08126600004836000083620240630676209822	,,
2024-06-30 07:58:30,餐饮美食,大连市蚂蚁生鲜,/,蚂蚁生鲜面食店内购物,支出,8.00,工商银行储蓄卡(1845),交易成功,2024063022001472631413237080	,20126600004836000083620240630676181164	,,
2024-06-30 07:57:14,餐饮美食,大连市蚂蚁生鲜,/,蚂蚁生鲜面食店内购物,支出,4.00,工商银行储蓄卡(1845),交易成功,2024063022001472631412300615	,54126600004836000083620240630676168732	,,
2024-06-30 07:56:30,餐饮美食,大连市蚂蚁生鲜,/,蚂蚁生鲜面食店内购物,支出,6.00,工商银行储蓄卡(1845),交易成功,2024063022001472631413169538	,57126600004836000083620240630676161745	,,
2024-06-29 12:00:03,转账红包,杭州阿里妈妈淘联信息技术有限公司,/,一淘-去支付宝蚂蚁庄园任务奖励,收入,0.05,,交易成功,20240629020070011500630096786040	,33161098755_213121	,,
2024-06-29 11:59:42,转账红包,杭州阿里妈妈淘联信息技术有限公司,/,一淘签到奖励,收入,0.01,,交易成功,20240629020070011500630096649256	,33161043518_208184	,,
2024-06-29 11:31:06,母婴亲子,tb**2,155******77,80抽厨房湿巾清洁神器大包装强力除油去油污油烟机专用湿纸巾,支出,0.01,余额宝,交易成功,2024062922001172631409931095	,T200P2208510085485652554	,,
2024-06-29 10:25:34,母婴亲子,家得**店,ty1***@163.com,家得宝面膜裤蚕丝蛋白精华纸尿裤s拉拉裤ml新生儿尿不湿迷你装xl,不计收支,8.90,亲情卡(老婆(刘丞)),交易成功,2024062922001172631407858139	,T200P2207858487852652554	,,
2024-06-28 21:17:16,爱车养车,国网智慧车联网技术有限公司,gwd***@126.com,充值,不计收支,6.00,亲情卡(老婆(刘丞)),交易成功,2024062822001472631408911803	,202406000323062198	,,
2024-06-28 12:08:39,日用百货,四川**司,c2m***@service.aliyun.com,【3元3件】到手3包900张抽纸纸巾抽纸家用实惠装 等多件,不计收支,3.00,亲情卡(老婆(刘丞)),交易成功,2024062822001172631405295605	,T200P2206835040287652554	,,
2024-06-28 07:07:26,餐饮美食,美团,zxp***@meituan.com,库迪咖啡-美团App-24062811100300001301109942962549,不计收支,7.90,亲情卡(老婆(刘丞)),交易成功,2024062822001472631404286027	,20240628070719U43092206306728470	,,
2024-06-27 11:59:48,餐饮美食,鹏成餐饮管理,/,鱼跃鸡公煲,不计收支,17.00,亲情卡(老婆(刘丞)),交易成功,2024062722001472631400199581	,951266000048290000J2024062711594802965843325935N	,,
2024-06-27 07:49:05,爱车养车,饶平**行,c2m***@service.aliyun.com,汽车保险杠防撞条防碰撞加宽后尾防撞贴前后杠防刮防蹭条加厚车身,不计收支,4.80,亲情卡(老婆(刘丞)),交易成功,2024062722001172631456660016	,T200P2205677679570652554	,,
2024-06-27 07:48:24,爱车养车,饶平**行,c2m***@service.aliyun.com,汽车保险杠防撞条防碰撞加宽后尾防撞贴前后杠防刮防蹭条加厚车身,不计收支,4.80,,交易关闭,2024062722001172631400606157	,T200P2205676851742652554	,,
2024-06-27 07:31:11,餐饮美食,大连腾飞软件园餐厅,yhm***@acasia.com.cn,百乐汇厨房-扫码付-YY0015001501-240627-01030731(001),不计收支,9.50,亲情卡(老婆(刘丞)),交易成功,2024062722001472631458619660	,08980605202710935912555439458346	,,
2024-06-27 07:22:18,餐饮美食,美团,zxp***@meituan.com,美团订单-24062711100300001300954550009549,不计收支,7.90,亲情卡(老婆(刘丞)),交易成功,2024062722001472631400734222	,20240627072213U57164158772033538	,,
2024-06-27 07:12:22,日用百货,西岗区旺嘉乐便利店（个体工商户）,/,驿站大集便利店大连腾飞店,不计收支,8.00,亲情卡(老婆(刘丞)),交易成功,2024062722001472631456995638	,5212660000482200007895228652775615	,,
2024-06-26 16:26:59,日用百货,罗森（软件园腾飞二期店）,mar***@dllawson.com,LAWSON支付宝软件园腾飞二期店消费,不计收支,7.50,亲情卡(老婆(刘丞)),交易成功,2024062622001472631458214528	,557848028088	,,
2024-06-26 12:00:40,餐饮美食,鹏成餐饮管理,/,鱼跃鸡公煲,不计收支,17.00,亲情卡(老婆(刘丞)),交易成功,2024062622001472631451552071	,081266000048290000J2024062612003902079357792178N	,,
2024-06-26 07:12:44,餐饮美食,大连腾飞软件园餐厅,yhm***@acasia.com.cn,百乐汇厨房-扫码付-YY0015001501-240626-00280712(001),不计收支,12.50,亲情卡(老婆(刘丞)),交易成功,2024062622001472631451284234	,08980605202710935178493317879894	,,
2024-06-26 07:02:41,餐饮美食,美团,zxp***@meituan.com,美团订单-24062611100300001300799724772549,不计收支,7.90,亲情卡(老婆(刘丞)),交易成功,2024062622001472631449802527	,20240626070235U83808234291583476	,,
2024-06-26 01:17:08,投资理财,余额宝,xia***@ccbfund.cn,余额宝-自动转入,不计收支,0.50,账户余额,交易成功,20240626019130101000630033178063	,20240626009130501000630047199009	,,
2024-06-25 21:18:03,餐饮美食,天**,tmc***@service.aliyun.com,柴火大院黑米1kg五谷杂粮东北粗粮黑米黑糯米大米,不计收支,4.80,亲情卡(老婆(刘丞)),交易成功,2024062522001172631453308136	,T200P2204331456835652554	,,
2024-06-25 16:16:28,转账红包,杭州阿里妈妈淘联信息技术有限公司,/,一淘签到奖励,收入,0.50,,交易成功,20240625020070011500630072615627	,33114753766_212396	,,
2024-06-25 16:10:31,日用百货,罗森（软件园腾飞二期店）,mar***@dllawson.com,LAWSON支付宝软件园腾飞二期店消费,不计收支,11.90,亲情卡(老婆(刘丞)),交易成功,2024062522001472631451985714	,557522885088	,,
2024-06-25 12:57:53,数码电器,深圳**司,c2m***@service.aliyun.com,加厚透明太空壳适用苹果15手机壳新款iPhone14promax硅胶防摔14Pro全包高级感14max女款13pro,支出,1.00,余额宝,交易成功,2024062522001172631449088549	,T200P2204576221570652554	,,
2024-06-25 01:22:07,投资理财,余额宝,xia***@ccbfund.cn,余额宝-自动转入,不计收支,0.20,账户余额,交易成功,20240625019130101000630030062175	,20240625009130501000630045636253	,,
2024-06-24 21:02:26,转账红包,杭州阿里妈妈淘联信息技术有限公司,/,一淘签到奖励,收入,0.20,,交易成功,20240624020070011500630067979774	,33104596675_212394	,,
2024-06-24 20:53:03,母婴亲子,la**9,lin***@163.com,帮宝适黑金帮纸尿裤s m婴儿拉拉裤xl xxl超薄透气尿不湿肌之奢宠L,支出,83.00,云闪付-中国银行(4642),交易成功,2024062422001172631448137105	,T200P2203793510182652554	,,
2024-06-24 19:01:21,日用百货,望月圆超市,/,望月圆生活超市-2024062419013418683092152767,不计收支,28.20,亲情卡(老婆(刘丞)),交易成功,2024062422001472631447912029	,3812660000489000001000918031524176	,,
2024-06-24 16:12:56,日用百货,罗森（软件园腾飞二期店）,mar***@dllawson.com,LAWSON支付宝软件园腾飞二期店消费,不计收支,12.90,亲情卡(老婆(刘丞)),交易成功,2024062422001472631447537462	,557228064488	,,
2024-06-24 12:46:11,日用百货,便利森便利店,823***@qq.com,商品,不计收支,4.50,亲情卡(老婆(刘丞)),交易成功,2024062422001472631440991183	,HMDF4AS2203170158471719204369130582	,,
2024-06-24 11:51:04,餐饮美食,鹏成餐饮管理,/,鱼跃鸡公煲,不计收支,17.00,亲情卡(老婆(刘丞)),交易成功,2024062422001472631443442730	,911266000048290000J2024062411510302415975165658N	,,
2024-06-24 07:09:27,餐饮美食,大连腾飞软件园餐厅,yhm***@acasia.com.cn,百乐汇厨房-扫码付-YY0015001501-240624-00190709(001),不计收支,12.50,亲情卡(老婆(刘丞)),交易成功,2024062422001472631438500972	,08980605202710933727295221418082	,,
2024-06-24 07:00:43,餐饮美食,美团,zxp***@meituan.com,美团订单-24062411100300001300495478565549,不计收支,7.90,亲情卡(老婆(刘丞)),交易成功,2024062422001472631441292255	,20240624070037U31189388616058178	,,
2024-06-23 21:29:08,日用百货,冈本**店,wst***@okamoto.cn,【活动价】冈本超薄丨避孕套正品安全超薄官方旗舰店裸入男用001安全套套003 等多件,不计收支,179.90,,交易关闭,2024062322001172631439392561	,T200P2203105657823652554	,,
2024-06-23 17:57:52,日用百货,高新区鑫亿嘉优选便利超市,/,亿嘉优选仓储超市,不计收支,64.00,亲情卡(老婆(刘丞)),交易成功,2024062322001472631438945072	,00126600004823000003232406236467196012801	,,
2024-06-23 12:29:54,爱车养车,饶平**行,c2m***@service.aliyun.com,汽车保险杠防撞条防碰撞加宽后尾防撞贴前后杠防刮防蹭条加厚车身,支出,4.80,工商银行储蓄卡(1845),交易成功,2024062322001172631439549448	,T200P2202619117736652554	,,
2024-06-23 12:29:08,爱车养车,饶平**行,c2m***@service.aliyun.com,汽车保险杠防撞条防碰撞加宽后尾防撞贴前后杠防刮防蹭条加厚车身,不计收支,4.80,,交易关闭,2024062322001172631439491948	,T200P2202352718204652554	,,
2024-06-23 12:03:54,餐饮美食,蜜雪冰城924500店,/,蜜雪冰城924500店,支出,14.00,工商银行储蓄卡(1845),交易成功,2024062322001472631439178432	,491266000048180000131782418022624062312035405045	,,
2024-06-23 12:00:18,餐饮美食,食家庄,137******04,收钱码收款,支出,72.00,工商银行储蓄卡(1845),交易成功,2024062322001472631439134631	,47191152182612733972639	,,
2024-06-22 10:43:53,餐饮美食,美团,zxp***@meituan.com,美团订单-24062211100300001300152607955549,支出,7.90,工商银行储蓄卡(1845),交易成功,2024062222001472631432119261	,20240622104348U45025389978278898	,,
2024-06-21 07:11:08,餐饮美食,美团,zxp***@meituan.com,美团订单-24062111100300001309966700239549,支出,7.90,工商银行储蓄卡(1845),交易成功,2024062122001472631427414231	,20240621071101U85496155383152483	,,
2024-06-20 07:03:51,餐饮美食,美团,zxp***@meituan.com,美团订单-24062011100300001309809779512549,支出,7.90,工商银行储蓄卡(1845),交易成功,2024062022001472631422782394	,20240620070345U43165916488473169	,,
2024-06-19 11:59:17,餐饮美食,鹏成餐饮管理,/,鱼跃鸡公煲,不计收支,17.00,亲情卡(老婆(刘丞)),交易成功,2024061922001472631416273754	,641266000048290000J2024061911591702666734123718N	,,
2024-06-19 07:13:23,餐饮美食,大连腾飞软件园餐厅,yhm***@acasia.com.cn,百乐汇厨房-扫码付-YY0015001501-240619-00230712(001),支出,8.50,工商银行储蓄卡(1845),交易成功,2024061922001472631414618004	,08980605202710930105395438020623	,,
2024-06-19 07:03:49,餐饮美食,美团,zxp***@meituan.com,美团订单-24061911100300001309658494808549,支出,7.90,工商银行储蓄卡(1845),交易成功,2024061922001472631417307569	,20240619070345U19170993849967122	,,
2024-06-18 22:05:55,投资理财,余额宝,xia***@ccbfund.cn,转账收款到余额宝,不计收支,1245.00,账户余额,交易成功,20240618019130125000630022742612	,20240618200040011100640085106880	,,
2024-06-18 22:05:48,转账红包,老婆,155******95,转账,收入,1245.00,账户余额,交易成功,20240618200040011100640085106880	,	,,
2024-06-18 20:29:25,母婴亲子,fo**店,mag***@163.com,[6罐]澳洲a2奶粉2段紫白金新西兰进口婴幼儿宝宝配方二段奶粉900g,支出,1245.29,余额宝,交易成功,2024061822001172631415116541	,T2700P2196799827698652554	,,
2024-06-18 20:27:00,母婴亲子,fo**店,mag***@163.com,[6罐]澳洲a2奶粉2段紫白金新西兰进口婴幼儿宝宝配方二段奶粉900g,不计收支,1367.11,,交易关闭,2024061822001172631415744785	,T2700P2197073930989652554	,,
2024-06-18 18:44:30,日用百货,罗森（软件园腾飞二期店）,mar***@dllawson.com,LAWSON支付宝软件园腾飞二期店消费,支出,15.40,工商银行储蓄卡(1845),交易成功,2024061822001472631415522490	,555458631688	,,
2024-06-18 11:58:30,餐饮美食,鹏成餐饮管理,/,鱼跃鸡公煲,支出,17.00,工商银行储蓄卡(1845),交易成功,2024061822001472631409938208	,631266000048290000J2024061811583002950890591664N	,,
2024-06-18 07:30:47,餐饮美食,美团,zxp***@meituan.com,美团订单-24061811100300001309506020142549,支出,7.90,工商银行储蓄卡(1845),交易成功,2024061822001472631411863337	,20240618073043U63556270654149203	,,
2024-06-18 07:22:40,餐饮美食,大连腾飞软件园餐厅,yhm***@acasia.com.cn,百乐汇厨房-扫码付-YY0015001501-240618-00520722(001),支出,7.00,工商银行储蓄卡(1845),交易成功,2024061822001472631410871922	,08980605202710929385294317617223	,,
2024-06-18 00:12:06,母婴亲子,高乐**店,glo***@yezhilin.com,【狂欢价】a2奶粉2段澳洲二段白金版新生婴幼儿配方奶粉 官方授权旗舰店同款,不计收支,893.04,,交易关闭,2024061822001172631410401371	,T2700P2195842982914652554	,,
2024-06-17 19:42:00,日用百货,望月圆超市,/,望月圆生活超市-2024061719421156883092158736,支出,15.10,工商银行储蓄卡(1845),交易成功,2024061722001472631411196064	,0512660000489000001000949731524169	,,
2024-06-17 19:41:40,日用百货,望月圆超市,/,望月圆生活超市-2024061719415057083092154713,支出,6.90,工商银行储蓄卡(1845),交易成功,2024061722001472631410525761	,1212660000489000001000949431524169	,,
2024-06-17 16:25:16,日用百货,罗森（软件园腾飞二期店）,mar***@dllawson.com,LAWSON支付宝软件园腾飞二期店消费,支出,9.90,工商银行储蓄卡(1845),交易成功,2024061722001472631409491262	,555088087388	,,
2024-06-17 11:59:11,餐饮美食,鹏成餐饮管理,/,鱼跃鸡公煲,不计收支,17.00,亲情卡(老婆(刘丞)),交易成功,2024061722001472631407636757	,241266000048290000J2024061711591102068375181012N	,,
2024-06-17 07:17:09,餐饮美食,大连腾飞软件园餐厅,yhm***@acasia.com.cn,百乐汇厨房-扫码付-YY0015001501-240617-00240716(001),支出,8.50,工商银行储蓄卡(1845),交易成功,2024061722001472631403371080	,08980605202710928657742133327900	,,
2024-06-17 07:09:09,餐饮美食,美团,zxp***@meituan.com,美团订单-24061711100300001309355278388549,支出,7.90,工商银行储蓄卡(1845),交易成功,2024061722001472631406118792	,20240617070903U84909567386810287	,,
2024-06-16 20:17:52,服饰装扮,多走**店,hnd***@moonwk.com,【狂欢价】多走路风路鞋 | 新款厚底老爹鞋透气增高百搭软底鞋,支出,204.00,工商银行储蓄卡(1845),交易成功,2024061622001172631402324935	,T200P2194413889009652554	,,
2024-06-16 17:57:14,母婴亲子,山东**司,c2m***@service.aliyun.com,【狂欢价】隔尿垫婴儿一次性防水不可洗护理垫透气尿垫新生宝宝隔夜防尿床垫,不计收支,19.90,,交易关闭,2024061622001172631402257894	,T200P2193986318118652554	,,
2024-06-16 09:37:26,运动户外,义乌**司,ttg***@service.aliyun.com,挂钩强力粘胶墙壁贴墙上承重透明无痕挂勾贴钩免打孔钩子粘贴粘钩,不计收支,4.20,,交易关闭,2024061622001172631402077337	,T200P2193345770571652554	,,
2024-06-16 09:23:16,美容美发,云扬造型,136******39,收钱码收款,支出,33.32,工商银行储蓄卡(1845)&红包,交易成功,2024061622001472631459393220	,47185009954612733972639	,,
2024-06-16 07:21:24,退款,阿伦**站,miz***@aliyun.com,退款-澳洲a2奶粉2段二段婴儿新生儿儿童铂金白金装配方新西兰现货900G,不计收支,491.02,工商银行储蓄卡(1845)&红包,退款成功,2024061522001172631458049062_2193383641139652554	,T200P2193383641139652554	,,
2024-06-15 23:43:28,母婴亲子,阿伦**站,miz***@aliyun.com,澳洲a2奶粉2段二段婴儿新生儿儿童铂金白金装配方新西兰现货900G,支出,491.02,工商银行储蓄卡(1845)&红包,交易关闭,2024061522001172631458049062	,T200P2193383641139652554	,,
2024-06-15 22:56:55,爱车养车,国网智慧车联网技术有限公司,gwd***@126.com,充值,支出,10.00,工商银行储蓄卡(1845),交易成功,2024061522001472631401060741	,202406000320191109	,,
2024-06-15 22:56:43,爱车养车,国网智慧车联网技术有限公司,gwd***@126.com,充值,支出,20.00,工商银行储蓄卡(1845),交易成功,2024061522001472631457924213	,202406000320191086	,,
2024-06-15 11:25:05,餐饮美食,崇晨,dtx***@163.com,电商-【新日期】珀莱雅透亮莹润小球藻面膜 1片,支出,0.00,红包&直播间专享券,交易成功,2024061522001472631457032980	,1025367677377585256	,,
